user_id,Count(tweets),Sum(retweet_count),Sum(reply_count),Sum(favorite_count),Sum(num_hashtags),Sum(num_urls),Sum(num_mentions),Sum(tweet_length),Sum(retweeted),Avg(retweet_count),Avg(reply_count),Avg(favorite_count),Avg(num_hashtags),Avg(num_urls),Avg(num_mentions),Avg(tweet_length),Avg(retweeted),Min(retweet_count),Min(reply_count),Min(favorite_count),Min(num_hashtags),Min(num_urls),Min(num_mentions),Min(tweet_length),Max(retweet_count),Max(reply_count),Max(favorite_count),Max(num_hashtags),Max(num_urls),Max(num_mentions),Max(tweet_length)
5820222.0,3212,862006.0,0.0,364.0,1207.0,395.0,3935.0,281330,1600,268.3704856787049,0.0,0.1133250311332503,0.3757783312577833,0.1229763387297634,1.225093399750934,87.58717310087174,0.49813200498132004,0.0,0.0,0.0,0.0,0.0,0.0,0,43295.0,0.0,5.0,5.0,2.0,8.0,148
5856182.0,3209,328456.0,0.0,1130.0,757.0,1456.0,3477.0,321883,1562,102.3546276098473,0.0,0.3521346213773761,0.2358990339669679,0.45372390152695546,1.083515113742599,100.30632595824244,0.4867559987535058,0.0,0.0,0.0,0.0,0.0,0.0,0,96214.0,0.0,108.0,6.0,2.0,6.0,160
6296742.0,3224,372449.0,0.0,3098.0,401.0,711.0,3469.0,269934,658,115.52388337468983,0.0,0.9609181141439206,0.12437965260545905,0.22053349875930522,1.0759925558312655,83.72642679900744,0.20409429280397023,0.0,0.0,0.0,0.0,0.0,0.0,0,43566.0,0.0,124.0,7.0,2.0,11.0,151
6775342.0,1503,817468.0,0.0,115.0,468.0,41.0,1266.0,122113,81,543.8908848968729,0.0,0.07651363938789088,0.31137724550898205,0.027278775781769793,0.8423153692614771,81.24617431803061,0.05389221556886228,0.0,0.0,0.0,0.0,0.0,0.0,1,749373.0,0.0,9.0,10.0,2.0,6.0,147
6834152.0,3201,555231.0,0.0,101.0,726.0,2105.0,3458.0,337398,2385,173.45548266166824,0.0,0.03155263980006248,0.2268041237113402,0.6576069978131833,1.0802874101843174,105.40393626991565,0.7450796626054358,0.0,0.0,0.0,0.0,0.0,0.0,5,43231.0,0.0,7.0,5.0,3.0,8.0,150
24858289.0,2518,11.0,0.0,8.0,59.0,2038.0,138.0,152158,5,0.004368546465448769,0.0,0.003177124702144559,0.023431294678316124,0.8093725178713265,0.05480540111199365,60.42811755361398,0.0019857029388403494,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,1.0,3.0,2.0,2.0,140
33212890.0,3204,37519.0,0.0,31586.0,3430.0,1073.0,3505.0,356551,821,11.710049937578027,0.0,9.858302122347066,1.0705368289637953,0.3348938826466916,1.0939450686641699,111.2830836454432,0.2562421972534332,0.0,0.0,0.0,0.0,0.0,0.0,0,2763.0,0.0,799.0,9.0,2.0,8.0,149
39773427.0,3216,477172.0,0.0,109.0,911.0,2025.0,400.0,253954,118,148.37437810945275,0.0,0.033893034825870645,0.28327114427860695,0.6296641791044776,0.12437810945273632,78.9657960199005,0.03669154228855721,0.0,0.0,0.0,0.0,0.0,0.0,2,301236.0,0.0,6.0,6.0,4.0,3.0,140
57007623.0,3231,171137.0,0.0,46.0,1914.0,479.0,2242.0,245555,302,52.96719281956051,0.0,0.01423707830393067,0.5923862581244197,0.1482513153822346,0.6939028164654906,75.99969049829774,0.09346951408232745,0.0,0.0,0.0,0.0,0.0,0.0,4,32847.0,0.0,2.0,11.0,2.0,11.0,146
63258466.0,3201,100333.0,0.0,834.0,630.0,423.0,1155.0,253150,228,31.344267416432366,0.0,0.260543580131209,0.19681349578256796,0.13214620431115276,0.36082474226804123,79.08466104342394,0.07122774133083412,0.0,0.0,0.0,0.0,0.0,0.0,0,24388.0,0.0,12.0,8.0,2.0,4.0,144
96435556.0,3222,92.0,0.0,12.0,10.0,2852.0,50.0,184282,15,0.028553693358162633,0.0,0.0037243947858473,0.0031036623215394167,0.8851644941030415,0.015518311607697082,57.19490999379268,0.004655493482309125,0.0,0.0,0.0,0.0,0.0,0.0,6,24.0,0.0,1.0,3.0,2.0,2.0,144
108992875.0,3218,643251.0,0.0,413.0,2317.0,320.0,796.0,251950,174,199.89154754505904,0.0,0.12834058421379738,0.7200124300807955,0.09944064636420137,0.2473586078309509,78.29397141081417,0.054070851460534496,0.0,0.0,0.0,0.0,0.0,0.0,2,385711.0,0.0,8.0,9.0,2.0,6.0,144
148022818.0,2492,20361.0,0.0,51.0,65.0,1434.0,334.0,155477,95,8.170545746388443,0.0,0.020465489566613163,0.02608346709470305,0.5754414125200642,0.13402889245585875,62.390449438202246,0.03812199036918138,0.0,0.0,0.0,0.0,0.0,0.0,2,4541.0,0.0,3.0,8.0,2.0,5.0,146
148061189.0,3180,452129.0,0.0,202.0,1782.0,453.0,1180.0,295848,557,142.17893081761005,0.0,0.06352201257861635,0.560377358490566,0.14245283018867924,0.3710691823899371,93.03396226415094,0.1751572327044025,0.0,0.0,0.0,0.0,0.0,0.0,3,38079.0,0.0,3.0,7.0,2.0,8.0,148
148404674.0,3208,1440289.0,0.0,489.0,3479.0,1197.0,2899.0,301965,1034,448.9678927680798,0.0,0.15243142144638405,1.0844763092269327,0.3731296758104738,0.9036783042394015,94.12874064837905,0.32231920199501246,0.0,0.0,0.0,0.0,0.0,0.0,0,96290.0,0.0,22.0,12.0,2.0,11.0,152
149038171.0,3208,52876.0,0.0,131.0,1269.0,424.0,3505.0,279723,1110,16.482543640897756,0.0,0.0408354114713217,0.39557356608478805,0.13216957605985039,1.092581047381546,87.19544887780549,0.34600997506234416,0.0,0.0,0.0,0.0,0.0,0.0,1,14575.0,0.0,3.0,7.0,2.0,8.0,152
149245813.0,3204,1221242.0,0.0,99.0,349.0,136.0,2257.0,211560,488,381.1616729088639,0.0,0.03089887640449438,0.10892634207240949,0.04244694132334582,0.7044319600499376,66.02996254681648,0.1523096129837703,0.0,0.0,0.0,0.0,0.0,0.0,3,107381.0,0.0,6.0,5.0,2.0,8.0,149
149421076.0,3205,933054.0,0.0,965.0,114.0,102.0,2901.0,128136,971,291.1244929797192,0.0,0.30109204368174725,0.035569422776911074,0.03182527301092044,0.9051482059282371,39.98003120124805,0.3029641185647426,0.0,0.0,0.0,0.0,0.0,0.0,0,33580.0,0.0,70.0,3.0,1.0,5.0,148
149512577.0,3208,719563.0,0.0,835.0,1102.0,484.0,3009.0,311497,1065,224.30268079800499,0.0,0.260286783042394,0.34351620947630923,0.15087281795511223,0.9379675810473815,97.10006234413964,0.33198254364089774,0.0,0.0,0.0,0.0,0.0,0.0,0,100417.0,0.0,30.0,5.0,2.0,7.0,148
149587895.0,458,64357.0,0.0,24.0,209.0,214.0,551.0,43739,147,140.5174672489083,0.0,0.05240174672489083,0.45633187772925765,0.4672489082969432,1.203056768558952,95.5,0.32096069868995636,0.0,0.0,0.0,0.0,0.0,0.0,13,8112.0,0.0,2.0,5.0,2.0,7.0,148
149723283.0,3190,232249.0,0.0,588.0,61.0,15.0,1260.0,154570,237,72.80532915360502,0.0,0.18432601880877744,0.019122257053291535,0.004702194357366771,0.3949843260188088,48.45454545454545,0.07429467084639499,0.0,0.0,0.0,0.0,0.0,0.0,0,35909.0,0.0,4.0,2.0,1.0,4.0,144
150183040.0,3192,498616.0,0.0,2099.0,149.0,56.0,1820.0,173303,320,156.20802005012533,0.0,0.6575814536340853,0.046679197994987466,0.017543859649122806,0.5701754385964912,54.29291979949875,0.10025062656641603,0.0,0.0,0.0,0.0,0.0,0.0,0,45195.0,0.0,32.0,3.0,2.0,5.0,144
150427831.0,3155,457912.0,0.0,4621.0,131.0,46.0,2905.0,172693,478,145.13851030110936,0.0,1.4646592709984152,0.041521394611727415,0.014580031695721078,0.9207606973058637,54.73629160063391,0.1515055467511886,0.0,0.0,0.0,0.0,0.0,0.0,0,37086.0,0.0,37.0,11.0,2.0,7.0,144
150873009.0,3191,143982.0,0.0,234.0,680.0,175.0,533.0,125579,223,45.1212785960514,0.0,0.07333124412409903,0.2130993418990912,0.05484174240050141,0.16703227828267,39.35412096521467,0.06988404888749608,0.0,0.0,0.0,0.0,0.0,0.0,0,53007.0,0.0,5.0,7.0,1.0,6.0,146
150993495.0,3244,345182.0,0.0,1821.0,124.0,196.0,2357.0,172268,234,106.4062885326757,0.0,0.5613440197287299,0.03822441430332922,0.06041923551171394,0.7265721331689272,53.10357583230579,0.0721331689272503,0.0,0.0,0.0,0.0,0.0,0.0,0,29583.0,0.0,14.0,4.0,1.0,6.0,151
177671726.0,267,5989.0,0.0,50.0,94.0,43.0,180.0,27962,79,22.43071161048689,0.0,0.18726591760299627,0.352059925093633,0.16104868913857678,0.6741573033707865,104.72659176029963,0.2958801498127341,0.0,0.0,0.0,0.0,0.0,0.0,14,2759.0,0.0,7.0,5.0,1.0,5.0,140
223945761.0,3215,724.0,0.0,926.0,0.0,3319.0,0.0,396962,0,0.22519440124416795,0.0,0.2880248833592535,0.0,1.032348367029549,0.0,123.47185069984448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,5.0,0.0,5.0,0.0,2.0,0.0,151
237177357.0,1756,3498.0,0.0,882.0,134.0,44.0,7.0,153597,6,1.9920273348519362,0.0,0.5022779043280182,0.07630979498861047,0.025056947608200455,0.003986332574031891,87.46981776765377,0.003416856492027335,0.0,0.0,0.0,0.0,0.0,0.0,4,1425.0,0.0,11.0,5.0,1.0,1.0,140
237178034.0,1653,3465.0,0.0,1806.0,93.0,53.0,13.0,144618,8,2.0961887477313974,0.0,1.0925589836660616,0.056261343012704176,0.03206291591046582,0.007864488808227465,87.48820326678766,0.004839685420447671,0.0,0.0,0.0,0.0,0.0,0.0,3,1425.0,0.0,21.0,3.0,1.0,5.0,140
237192061.0,1707,5329.0,0.0,4861.0,124.0,37.0,7.0,149970,7,3.121851200937317,0.0,2.847685998828354,0.07264206209724663,0.021675454012888107,0.004100761570005858,87.85588752196837,0.004100761570005858,0.0,0.0,0.0,0.0,0.0,0.0,7,1425.0,0.0,62.0,4.0,1.0,1.0,140
237192993.0,1727,5373.0,0.0,4913.0,94.0,47.0,9.0,153119,5,3.1111754487550667,0.0,2.8448176027793863,0.05442964678633468,0.02721482339316734,0.0052113491603937466,88.66184134337,0.0028951939779965257,0.0,0.0,0.0,0.0,0.0,0.0,13,1425.0,0.0,35.0,3.0,1.0,1.0,144
237197647.0,1561,2947.0,0.0,10.0,89.0,32.0,14.0,135156,9,1.8878923766816142,0.0,0.0064061499039077515,0.057014734144778985,0.020499679692504803,0.008968609865470852,86.5829596412556,0.005765534913516977,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,2.0,4.0,1.0,5.0,140
237201814.0,1717,5188.0,0.0,4234.0,116.0,50.0,44.0,150779,6,3.021549213744904,0.0,2.46592894583576,0.0675596971461852,0.029120559114735003,0.0256260920209668,87.81537565521258,0.0034944670937682005,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,49.0,7.0,1.0,6.0,140
237226175.0,1714,5477.0,0.0,4319.0,136.0,47.0,12.0,150545,8,3.1954492415402567,0.0,2.5198366394399065,0.07934655775962661,0.027421236872812137,0.007001166861143524,87.83255542590432,0.004667444574095682,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,53.0,7.0,1.0,2.0,140
237234251.0,1631,5431.0,0.0,4198.0,100.0,46.0,13.0,145464,10,3.329858982219497,0.0,2.57388105456775,0.061312078479460456,0.028203556100551808,0.00797057020232986,89.18700183936235,0.0061312078479460455,0.0,0.0,0.0,0.0,0.0,0.0,4,1425.0,0.0,87.0,5.0,1.0,4.0,140
237326341.0,1644,5103.0,0.0,4057.0,114.0,54.0,8.0,143200,6,3.104014598540146,0.0,2.4677615571776155,0.06934306569343066,0.032846715328467155,0.004866180048661801,87.10462287104623,0.0036496350364963502,0.0,0.0,0.0,0.0,0.0,0.0,15,1425.0,0.0,36.0,4.0,1.0,1.0,140
237332572.0,1691,5830.0,0.0,5696.0,90.0,39.0,9.0,147685,7,3.4476641040804257,0.0,3.3684210526315788,0.05322294500295683,0.023063276167947958,0.005322294500295683,87.33589591957421,0.004139562389118865,0.0,0.0,0.0,0.0,0.0,0.0,4,1425.0,0.0,40.0,6.0,1.0,2.0,140
237346330.0,1692,4717.0,0.0,3818.0,106.0,44.0,5.0,149968,5,2.787825059101655,0.0,2.256501182033097,0.06264775413711583,0.026004728132387706,0.002955082742316785,88.63356973995272,0.002955082742316785,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,24.0,6.0,1.0,1.0,144
237359828.0,1719,4908.0,0.0,4038.0,79.0,47.0,4.0,152460,4,2.8551483420593367,0.0,2.349040139616056,0.04595695171611402,0.027341477603257707,0.002326934264107039,88.69109947643979,0.002326934264107039,0.0,0.0,0.0,0.0,0.0,0.0,4,1425.0,0.0,43.0,3.0,1.0,1.0,144
237367607.0,1685,4351.0,0.0,2960.0,98.0,41.0,7.0,149386,7,2.5821958456973295,0.0,1.7566765578635015,0.058160237388724036,0.02433234421364985,0.004154302670623145,88.65637982195845,0.004154302670623145,0.0,0.0,0.0,0.0,0.0,0.0,16,1425.0,0.0,27.0,5.0,1.0,1.0,144
237375183.0,1666,4366.0,0.0,2848.0,107.0,35.0,7.0,146283,6,2.6206482593037217,0.0,1.709483793517407,0.06422569027611044,0.02100840336134454,0.004201680672268907,87.80492196878751,0.003601440576230492,0.0,0.0,0.0,0.0,0.0,0.0,16,1425.0,0.0,22.0,4.0,1.0,1.0,140
240706202.0,3200,20448.0,0.0,972.0,218.0,205.0,145.0,277535,119,6.39,0.0,0.30375,0.068125,0.0640625,0.0453125,86.7296875,0.0371875,0.0,0.0,0.0,0.0,0.0,0.0,15,1431.0,0.0,12.0,4.0,1.0,4.0,143
260649579.0,3232,68342.0,0.0,60.0,3160.0,43.0,284.0,269568,88,21.145420792079207,0.0,0.018564356435643563,0.9777227722772277,0.013304455445544554,0.08787128712871287,83.4059405940594,0.027227722772277228,0.0,0.0,0.0,0.0,0.0,0.0,9,24049.0,0.0,2.0,9.0,2.0,10.0,144
282659109.0,3243,20.0,0.0,5.0,2.0,3312.0,1.0,242224,0,0.006167129201356768,0.0,0.001541782300339192,0.0006167129201356768,1.0212765957446808,0.0003083564600678384,74.69133518347209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,0.0,1.0,2.0,2.0,1.0,146
299988118.0,3224,91124.0,0.0,110.0,166.0,98.0,750.0,177778,220,28.26426799007444,0.0,0.034119106699751864,0.05148883374689826,0.030397022332506202,0.2326302729528536,55.142059553349874,0.06823821339950373,0.0,0.0,0.0,0.0,0.0,0.0,2,18639.0,0.0,18.0,4.0,2.0,8.0,144
327060670.0,3222,194.0,0.0,23.0,205.0,2470.0,473.0,293529,12,0.06021104903786468,0.0,0.007138423339540658,0.06362507759155804,0.7666045934202359,0.1468032278088144,91.10148975791434,0.0037243947858473,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,2.0,13.0,2.0,11.0,140
336996257.0,3239,5442.0,0.0,1162.0,268.0,2771.0,2520.0,315610,158,1.6801481938870022,0.0,0.35875270145106514,0.08274158690953998,0.8555109601728929,0.7780179067613461,97.44056807656685,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,13,425.0,0.0,9.0,9.0,3.0,10.0,148
357536147.0,547,64.0,0.0,71.0,0.0,1.0,1.0,48457,1,0.1170018281535649,0.0,0.12979890310786105,0.0,0.0018281535648994515,0.0018281535648994515,88.58683729433272,0.0018281535648994515,0.0,0.0,0.0,0.0,0.0,0.0,5,3.0,0.0,3.0,0.0,1.0,1.0,140
393927847.0,924,569.0,0.0,165.0,84.0,19.0,17.0,79145,10,0.6158008658008658,0.0,0.17857142857142858,0.09090909090909091,0.020562770562770564,0.0183982683982684,85.6547619047619,0.010822510822510822,0.0,0.0,0.0,0.0,0.0,0.0,14,156.0,0.0,9.0,7.0,1.0,3.0,140
418371090.0,1680,4817.0,0.0,3833.0,127.0,37.0,5.0,150859,5,2.8672619047619046,0.0,2.281547619047619,0.07559523809523809,0.022023809523809525,0.002976190476190476,89.79702380952381,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,16,1425.0,0.0,144.0,5.0,1.0,1.0,140
418501358.0,1689,4267.0,0.0,2354.0,126.0,44.0,9.0,146927,7,2.526346950858496,0.0,1.3937240970988751,0.07460035523978685,0.02605091770278271,0.0053285968028419185,86.99052693901717,0.0041444641799881585,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,31.0,4.0,1.0,2.0,140
421987528.0,3232,45753.0,0.0,15.0,442.0,2294.0,927.0,228990,678,14.15625,0.0,0.004641089108910891,0.13675742574257427,0.7097772277227723,0.2868193069306931,70.85086633663366,0.20977722772277227,0.0,0.0,0.0,0.0,0.0,0.0,3,1992.0,0.0,2.0,7.0,2.0,4.0,144
430928749.0,3243,1067.0,0.0,1348.0,0.0,3244.0,0.0,344460,0,0.3290163428923836,0.0,0.4156645081714462,0.0,1.0003083564600679,0.0,106.21646623496763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,7.0,0.0,7.0,0.0,2.0,0.0,140
434722849.0,1669,4446.0,0.0,1777.0,119.0,47.0,21.0,148578,10,2.6638705811863392,0.0,1.0647094068304375,0.0713001797483523,0.02816057519472738,0.012582384661473937,89.02216896345116,0.005991611743559017,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,29.0,6.0,1.0,4.0,140
434727810.0,1634,4348.0,0.0,2007.0,145.0,59.0,15.0,142550,9,2.660954712362301,0.0,1.2282741738066096,0.08873929008567931,0.03610771113831089,0.009179926560587515,87.23990208078335,0.0055079559363525096,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,50.0,5.0,1.0,4.0,140
434728619.0,1692,5402.0,0.0,3830.0,151.0,64.0,18.0,147419,13,3.192671394799054,0.0,2.2635933806146573,0.08924349881796691,0.037825059101654845,0.010638297872340425,87.12706855791963,0.0076832151300236405,0.0,0.0,0.0,0.0,0.0,0.0,0,1425.0,0.0,321.0,7.0,1.0,2.0,148
434729769.0,1683,4825.0,0.0,2602.0,120.0,55.0,14.0,146288,7,2.866904337492573,0.0,1.5460487225193107,0.07130124777183601,0.032679738562091505,0.008318478906714201,86.92097445038621,0.0041592394533571005,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,23.0,6.0,1.0,3.0,140
434732328.0,1748,4971.0,0.0,2457.0,131.0,49.0,23.0,153993,9,2.8438215102974826,0.0,1.4056064073226544,0.07494279176201372,0.02803203661327231,0.013157894736842105,88.0966819221968,0.005148741418764302,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,154.0,6.0,1.0,5.0,140
434742028.0,1637,4257.0,0.0,2549.0,105.0,59.0,21.0,142023,4,2.60048869883934,0.0,1.5571166768478926,0.06414172266340867,0.03604153940134392,0.012828344532681736,86.75809407452657,0.002443494196701283,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,15.0,4.0,1.0,1.0,140
434756188.0,1738,4153.0,0.0,1509.0,91.0,34.0,19.0,151942,6,2.3895281933256616,0.0,0.8682393555811277,0.0523590333716916,0.019562715765247412,0.01093210586881473,87.4234752589183,0.0034522439585730723,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,18.0,5.0,1.0,5.0,140
434775697.0,1680,4099.0,0.0,2024.0,100.0,52.0,14.0,147099,4,2.4398809523809524,0.0,1.2047619047619047,0.05952380952380952,0.030952380952380953,0.008333333333333333,87.55892857142857,0.002380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,13,1425.0,0.0,42.0,3.0,1.0,5.0,140
434790178.0,1674,4425.0,0.0,2428.0,160.0,60.0,11.0,146481,7,2.64336917562724,0.0,1.4504181600955794,0.0955794504181601,0.035842293906810034,0.006571087216248507,87.50358422939068,0.004181600955794504,0.0,0.0,0.0,0.0,0.0,0.0,4,1425.0,0.0,30.0,7.0,1.0,2.0,140
434792369.0,1628,4622.0,0.0,2307.0,146.0,49.0,41.0,143682,12,2.839066339066339,0.0,1.4170761670761671,0.08968058968058969,0.030098280098280097,0.025184275184275184,88.25675675675676,0.007371007371007371,0.0,0.0,0.0,0.0,0.0,0.0,15,1425.0,0.0,17.0,6.0,1.0,7.0,140
434795107.0,1708,4587.0,0.0,2412.0,117.0,46.0,23.0,151830,8,2.6855971896955504,0.0,1.4121779859484778,0.06850117096018736,0.026932084309133488,0.013466042154566744,88.89344262295081,0.00468384074941452,0.0,0.0,0.0,0.0,0.0,0.0,14,1425.0,0.0,17.0,7.0,2.0,2.0,145
458941316.0,1592,1214708.0,0.0,351.0,166.0,13.0,263.0,95544,166,763.0075376884422,0.0,0.22047738693467336,0.10427135678391959,0.008165829145728644,0.16520100502512564,60.015075376884425,0.10427135678391959,0.0,0.0,0.0,0.0,0.0,0.0,3,761695.0,0.0,4.0,3.0,1.0,4.0,144
465192765.0,1641,4747.0,0.0,3621.0,125.0,45.0,7.0,141608,7,2.8927483241925653,0.0,2.206581352833638,0.07617306520414381,0.027422303473491772,0.0042656916514320535,86.29372333942717,0.0042656916514320535,0.0,0.0,0.0,0.0,0.0,0.0,16,1425.0,0.0,58.0,5.0,1.0,1.0,140
465196345.0,1256,3463.0,0.0,698.0,85.0,36.0,15.0,109740,11,2.7571656050955413,0.0,0.5557324840764332,0.06767515923566879,0.028662420382165606,0.01194267515923567,87.37261146496816,0.00875796178343949,0.0,0.0,0.0,0.0,0.0,0.0,14,2095.0,0.0,16.0,8.0,1.0,2.0,140
465303273.0,1296,917.0,0.0,419.0,98.0,27.0,6.0,115076,3,0.7075617283950617,0.0,0.32330246913580246,0.07561728395061729,0.020833333333333332,0.004629629629629629,88.79320987654322,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0,0.0,14,414.0,0.0,11.0,6.0,1.0,1.0,140
479908486.0,328,1145.0,0.0,43.0,93.0,222.0,234.0,31004,25,3.4908536585365852,0.0,0.13109756097560976,0.28353658536585363,0.676829268292683,0.7134146341463414,94.52439024390245,0.07621951219512195,0.0,0.0,0.0,0.0,0.0,0.0,16,476.0,0.0,3.0,5.0,2.0,6.0,147
